id,product_barcode,product_name,quantity,expiry_date,received_date,supplier_ref,supplier_name,supplier_id,cost_price,status
1033,480057511015,Alaska Classic Evaporated Filled Milk 140ml,236,2025-03-13,2024-11-17 00:00:00,AMC-20241117-1033,Alaska Milk Corporation,8,26.51,ACTIVE
1034,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,149,2027-04-06,2024-11-17 00:00:00,P&G-20241117-1034,Procter & Gamble Philippines,9,10.92,ACTIVE
1035,544900000099,Coca-Cola Mismo 295ml,39,2025-06-25,2024-11-18 00:00:00,PPP-20241118-1035,Pepsi-Cola Products Philippines,3,18.71,ACTIVE
1036,480198118062,Sprite 1.5L,71,2025-11-08,2024-11-19 00:00:00,PPP-20241119-1036,Pepsi-Cola Products Philippines,3,56.15,ACTIVE
1037,480392515116,Mirinda Orange 1.5L,367,2025-03-16,2024-11-19 00:00:00,CBP-20241119-1037,Coca-Cola Beverages Philippines,2,56.15,ACTIVE
1038,037000359562,Ariel With a Touch of Downy Freshness Powder,222,2026-11-06,2024-11-19 00:00:00,UP-20241119-1038,Unilever Philippines,10,618.68,ACTIVE
1039,480198111607,Coke 1.5L,227,2025-02-19,2024-11-20 00:00:00,SMC-20241120-1039,San Miguel Corporation,1,56.16,ACTIVE
1040,480198112720,Royal Swakto 195ml (1 Case),6,2025-05-02,2024-11-20 00:00:00,PPP-20241120-1040,Pepsi-Cola Products Philippines,3,116.47,ACTIVE
1041,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,239,2025-03-24,2024-11-20 00:00:00,SMC-20241120-1041,San Miguel Corporation,1,7.8,ACTIVE
1042,893921341445,San Sky Flakes Crackers Original 25g x 10s,175,2025-02-08,2024-11-20 00:00:00,OST-20241120-1042,Oishi Snack Time,13,54.6,ACTIVE
1043,480002201028,Hunts Pork & Beans 100g Doy,14,2026-03-11,2024-11-20 00:00:00,CPF-20241120-1043,Century Pacific Food Inc.,7,13.52,ACTIVE
1044,000008586780,Datu Puti Patis 1L,235,2025-07-25,2024-11-20 00:00:00,NI-20241120-1044,NutriAsia Inc.,11,75.91,ACTIVE
1045,480198112005,Sprite 500ml,157,2025-06-15,2024-11-21 00:00:00,CBP-20241121-1045,Coca-Cola Beverages Philippines,2,23.4,ACTIVE
1046,480191198062,Royal Tru Orange 1.5L,171,2025-01-11,2024-11-21 00:00:00,CBP-20241121-1046,Coca-Cola Beverages Philippines,2,56.16,ACTIVE
1047,480198111664,Coke Zero 1.5L,262,2025-01-06,2024-11-21 00:00:00,PPP-20241121-1047,Pepsi-Cola Products Philippines,3,56.16,ACTIVE
1048,480198102719,Sprite Swakto 195ml (1 Case),22,2025-02-26,2024-11-21 00:00:00,SMC-20241121-1048,San Miguel Corporation,1,116.48,ACTIVE
1049,642611907726,Ajinomoto Seasoning Mix 50g,37,2025-11-17,2024-11-21 00:00:00,UP-20241121-1049,Unilever Philippines,10,11.96,ACTIVE
1050,480088814685,Sunsilk Strong & Long 350ml,204,2027-05-23,2024-11-21 00:00:00,UP-20241121-1050,Unilever Philippines,10,140.41,ACTIVE
1051,480392515114,Mountain Dew 1.5L,293,2025-07-24,2024-11-22 00:00:00,CBP-20241122-1051,Coca-Cola Beverages Philippines,2,52.01,ACTIVE
1052,480198109722,Royal Tru Strawberry 1.5L,163,2024-12-22,2024-11-22 00:00:00,SMC-20241122-1052,San Miguel Corporation,1,56.17,ACTIVE
1053,480198111696,Coke Light 1.5L,206,2025-01-05,2024-11-22 00:00:00,SMC-20241122-1053,San Miguel Corporation,1,60.85,ACTIVE
1054,480374937310,Coke 1L (1 Case),24,2025-03-25,2024-11-22 00:00:00,CBP-20241122-1054,Coca-Cola Beverages Philippines,2,327.65,ACTIVE
1055,672329634182,Whisper Cottony Soft Clean X-Long Overnight,62,2026-07-28,2024-11-22 00:00:00,PSC-20241122-1055,Philippine Seven Corp (7-Eleven Dist.),15,119.62,ACTIVE
1056,490243086729,Joy Dishwashing Liquid Lemon 475ml,256,2027-07-10,2024-11-22 00:00:00,P&G-20241122-1056,Procter & Gamble Philippines,9,124.82,ACTIVE
1057,480864702009,Eden Cheese 165g,156,2025-01-21,2024-11-23 00:00:00,CPF-20241123-1057,Century Pacific Food Inc.,7,72.82,ACTIVE
1058,489310100015,Lucky Me Pancit Canton with Kalamnsi 60g,370,2025-02-17,2024-11-23 00:00:00,U(R-20241123-1058,URC (Universal Robina Corporation),5,11.44,ACTIVE
1059,480036141081,Nestle Bear Brand Fortified 33g,27,2025-02-15,2024-11-24 00:00:00,AMC-20241124-1059,Alaska Milk Corporation,8,10.4,ACTIVE
1060,748485800035,Argentina Corned Beef 260g,29,2026-10-07,2024-11-24 00:00:00,CPF-20241124-1060,Century Pacific Food Inc.,7,54.1,ACTIVE
1061,480535824701,Dari Creme Butter Milk 100g,115,2025-02-09,2024-11-24 00:00:00,NPI-20241124-1061,Nestle Philippines Inc.,4,38.5,ACTIVE
1062,480392515110,Pepsi 1.5L,42,2025-10-04,2024-11-25 00:00:00,CBP-20241125-1062,Coca-Cola Beverages Philippines,2,52.03,ACTIVE
1063,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,232,2025-03-23,2024-11-25 00:00:00,AMC-20241125-1063,Alaska Milk Corporation,8,36.42,ACTIVE
1064,965412919731,Energen Cereal Milk Chocolate Drink 40g,50,2025-02-19,2024-11-26 00:00:00,CBP-20241126-1064,Coca-Cola Beverages Philippines,2,8.33,ACTIVE
1065,480198112000,Coke 500ml,387,2025-09-21,2024-11-27 00:00:00,CBP-20241127-1065,Coca-Cola Beverages Philippines,2,23.42,ACTIVE
1066,480198112010,Royal Tru Orange 500ml,378,2025-01-19,2024-11-28 00:00:00,PPP-20241128-1066,Pepsi-Cola Products Philippines,3,23.42,ACTIVE
1067,480392513032,Mountain Dew 290ml (1 Case),35,2025-06-22,2024-11-28 00:00:00,SMC-20241128-1067,San Miguel Corporation,1,187.36,ACTIVE
1068,480611352020,Juicy Lemon 237 ml (1 Bundle),15,2025-01-16,2024-11-28 00:00:00,SMC-20241128-1068,San Miguel Corporation,1,132.19,ACTIVE
1069,480057511015,Alaska Classic Evaporated Filled Milk 140ml,102,2025-04-16,2024-11-28 00:00:00,AMC-20241128-1069,Alaska Milk Corporation,8,26.54,ACTIVE
1070,642321541122,Sisters Overnight Dry,250,2026-12-03,2024-11-28 00:00:00,UP-20241128-1070,Unilever Philippines,10,109.29,ACTIVE
1071,480392525110,Pepsi 500ml,187,2025-06-10,2024-11-29 00:00:00,CBP-20241129-1071,Coca-Cola Beverages Philippines,2,20.82,ACTIVE
1072,480732471900,Sprite 1L (1 Case),9,2025-01-11,2024-11-29 00:00:00,SMC-20241129-1072,San Miguel Corporation,1,327.92,ACTIVE
1073,748485200019,555 Sardines in Tomato Sauce 155g,148,2026-08-21,2024-11-29 00:00:00,NI-20241129-1073,NutriAsia Inc.,11,22.9,ACTIVE
1074,480004784003,Zonrox Original Bleach 250ml,239,2027-11-28,2024-11-29 00:00:00,P&G-20241129-1074,Procter & Gamble Philippines,9,35.39,ACTIVE
1075,542353276241,Royal 1L (1 Case),19,2025-08-01,2024-11-30 00:00:00,PPP-20241130-1075,Pepsi-Cola Products Philippines,3,327.96,ACTIVE
1076,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,175,2027-08-19,2024-11-30 00:00:00,UP-20241130-1076,Unilever Philippines,10,6.25,ACTIVE
1077,480198118062,Sprite 1.5L,372,2025-09-14,2024-12-01 00:00:00,PPP-20241201-1077,Pepsi-Cola Products Philippines,3,56.23,ACTIVE
1078,955600121722,Milo 22g Sachet,255,2025-05-01,2024-12-01 00:00:00,AMC-20241201-1078,Alaska Milk Corporation,8,10.93,ACTIVE
1079,480392515116,Mirinda Orange 1.5L,331,2025-01-30,2024-12-02 00:00:00,PPP-20241202-1079,Pepsi-Cola Products Philippines,3,56.24,ACTIVE
1080,893921341445,San Sky Flakes Crackers Original 25g x 10s,124,2025-06-06,2024-12-02 00:00:00,NPI-20241202-1080,Nestle Philippines Inc.,4,54.67,ACTIVE
1081,480002201028,Hunts Pork & Beans 100g Doy,232,2026-02-13,2024-12-02 00:00:00,DMP-20241202-1081,Del Monte Philippines Inc.,14,13.54,ACTIVE
1082,642647382226,Sisters Night Plus Cottony Napkin,347,2027-11-07,2024-12-02 00:00:00,P&G-20241202-1082,Procter & Gamble Philippines,9,41.66,ACTIVE
1083,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,338,2027-01-19,2024-12-02 00:00:00,UP-20241202-1083,Unilever Philippines,10,10.93,ACTIVE
1084,480392525114,Mountain Dew 500ml,178,2025-10-02,2024-12-03 00:00:00,CBP-20241203-1084,Coca-Cola Beverages Philippines,2,20.83,ACTIVE
1085,480198111607,Coke 1.5L,493,2025-06-21,2024-12-03 00:00:00,PPP-20241203-1085,Pepsi-Cola Products Philippines,3,56.24,ACTIVE
1086,480392515112,7-up 1.5L,383,2025-05-13,2024-12-03 00:00:00,SMC-20241203-1086,San Miguel Corporation,1,52.08,ACTIVE
1087,480198112717,Coke Swakto 195ml (1 Case),19,2025-05-17,2024-12-03 00:00:00,SMC-20241203-1087,San Miguel Corporation,1,116.65,ACTIVE
1088,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,36,2025-04-18,2024-12-03 00:00:00,SMC-20241203-1088,San Miguel Corporation,1,7.81,ACTIVE
1089,489120804013,Oishi Prawn Crackers 60g,237,2025-05-26,2024-12-03 00:00:00,NPI-20241203-1089,Nestle Philippines Inc.,4,16.14,ACTIVE
1090,480198111696,Coke Light 1.5L,32,2025-05-27,2024-12-04 00:00:00,CBP-20241204-1090,Coca-Cola Beverages Philippines,2,60.94,ACTIVE
1091,480198102719,Sprite Swakto 195ml (1 Case),34,2025-05-03,2024-12-04 00:00:00,SMC-20241204-1091,San Miguel Corporation,1,116.66,ACTIVE
1092,672329634182,Whisper Cottony Soft Clean X-Long Overnight,190,2027-11-07,2024-12-04 00:00:00,P&G-20241204-1092,Procter & Gamble Philippines,9,119.79,ACTIVE
1093,480198112720,Royal Swakto 195ml (1 Case),23,2025-09-28,2024-12-05 00:00:00,SMC-20241205-1093,San Miguel Corporation,1,116.68,ACTIVE
1094,480198111664,Coke Zero 1.5L,453,2025-08-30,2024-12-06 00:00:00,CBP-20241206-1094,Coca-Cola Beverages Philippines,2,56.26,ACTIVE
1095,480864731007,Tang Orange 250g,19,2025-05-06,2024-12-06 00:00:00,OST-20241206-1095,Oishi Snack Time,13,203.17,ACTIVE
1096,893951811445,Hansel Mocha Sandwich,372,2025-04-25,2024-12-06 00:00:00,PSC-20241206-1096,Philippine Seven Corp (7-Eleven Dist.),15,56.26,ACTIVE
1097,000008586780,Datu Puti Patis 1L,91,2025-09-18,2024-12-06 00:00:00,DMP-20241206-1097,Del Monte Philippines Inc.,14,76.06,ACTIVE
1098,642611907726,Ajinomoto Seasoning Mix 50g,318,2025-08-29,2024-12-06 00:00:00,UP-20241206-1098,Unilever Philippines,10,11.98,ACTIVE
1099,480198112005,Sprite 500ml,50,2025-05-27,2024-12-07 00:00:00,PPP-20241207-1099,Pepsi-Cola Products Philippines,3,23.45,ACTIVE
1100,544900000099,Coca-Cola Mismo 295ml,513,2025-01-31,2024-12-08 00:00:00,SMC-20241208-1100,San Miguel Corporation,1,18.76,ACTIVE
1101,480374937310,Coke 1L (1 Case),41,2025-12-08,2024-12-08 00:00:00,CBP-20241208-1101,Coca-Cola Beverages Philippines,2,328.27,ACTIVE
1102,480191198062,Royal Tru Orange 1.5L,169,2025-04-03,2024-12-09 00:00:00,PPP-20241209-1102,Pepsi-Cola Products Philippines,3,56.28,ACTIVE
1103,480864702009,Eden Cheese 165g,268,2025-05-05,2024-12-09 00:00:00,AMC-20241209-1103,Alaska Milk Corporation,8,72.96,ACTIVE
1104,037000359562,Ariel With a Touch of Downy Freshness Powder,228,2026-12-23,2024-12-09 00:00:00,P&G-20241209-1104,Procter & Gamble Philippines,9,620.14,ACTIVE
1105,480392515110,Pepsi 1.5L,531,2025-07-11,2024-12-10 00:00:00,CBP-20241210-1105,Coca-Cola Beverages Philippines,2,52.12,ACTIVE
1106,480732471900,Sprite 1L (1 Case),18,2025-06-29,2024-12-10 00:00:00,SMC-20241210-1106,San Miguel Corporation,1,328.35,ACTIVE
1107,748485200019,555 Sardines in Tomato Sauce 155g,199,2026-01-16,2024-12-10 00:00:00,DMP-20241210-1107,Del Monte Philippines Inc.,14,22.93,ACTIVE
1108,480088814685,Sunsilk Strong & Long 350ml,172,2027-04-13,2024-12-10 00:00:00,UP-20241210-1108,Unilever Philippines,10,140.72,ACTIVE
1109,490243086729,Joy Dishwashing Liquid Lemon 475ml,243,2027-10-20,2024-12-11 00:00:00,P&G-20241211-1109,Procter & Gamble Philippines,9,125.1,ACTIVE
1110,489310100015,Lucky Me Pancit Canton with Kalamnsi 60g,97,2025-04-10,2024-12-11 00:00:00,MNC-20241211-1110,Monde Nissin Corporation,6,11.47,ACTIVE
1111,480392515114,Mountain Dew 1.5L,444,2025-12-09,2024-12-12 00:00:00,SMC-20241212-1111,San Miguel Corporation,1,52.13,ACTIVE
1112,542353276241,Royal 1L (1 Case),14,2025-10-31,2024-12-12 00:00:00,PPP-20241212-1112,Pepsi-Cola Products Philippines,3,328.43,ACTIVE
1113,480036141081,Nestle Bear Brand Fortified 33g,277,2025-03-11,2024-12-12 00:00:00,SMC-20241212-1113,San Miguel Corporation,1,10.43,ACTIVE
1114,748485800035,Argentina Corned Beef 260g,325,2026-02-21,2024-12-12 00:00:00,CPF-20241212-1114,Century Pacific Food Inc.,7,54.22,ACTIVE
1115,480198109722,Royal Tru Strawberry 1.5L,223,2025-09-19,2024-12-13 00:00:00,CBP-20241213-1115,Coca-Cola Beverages Philippines,2,56.31,ACTIVE
1116,480392513032,Mountain Dew 290ml (1 Case),52,2025-11-06,2024-12-13 00:00:00,SMC-20241213-1116,San Miguel Corporation,1,187.7,ACTIVE
1117,480611352020,Juicy Lemon 237 ml (1 Bundle),48,2025-09-22,2024-12-13 00:00:00,CBP-20241213-1117,Coca-Cola Beverages Philippines,2,132.43,ACTIVE
1118,955600121722,Milo 22g Sachet,284,2025-06-06,2024-12-13 00:00:00,CBP-20241213-1118,Coca-Cola Beverages Philippines,2,10.95,ACTIVE
1119,480002201028,Hunts Pork & Beans 100g Doy,329,2026-10-27,2024-12-13 00:00:00,DMP-20241213-1119,Del Monte Philippines Inc.,14,13.56,ACTIVE
1120,480057511015,Alaska Classic Evaporated Filled Milk 140ml,46,2025-02-20,2024-12-13 00:00:00,CPF-20241213-1120,Century Pacific Food Inc.,7,26.59,ACTIVE
1121,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,108,2025-12-14,2024-12-13 00:00:00,UP-20241213-1121,Unilever Philippines,10,6.26,ACTIVE
1122,965412919731,Energen Cereal Milk Chocolate Drink 40g,72,2025-02-04,2024-12-14 00:00:00,PPP-20241214-1122,Pepsi-Cola Products Philippines,3,8.34,ACTIVE
1123,480198112010,Royal Tru Orange 500ml,388,2025-11-12,2024-12-15 00:00:00,SMC-20241215-1123,San Miguel Corporation,1,23.47,ACTIVE
1124,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,230,2025-04-22,2024-12-15 00:00:00,AMC-20241215-1124,Alaska Milk Corporation,8,36.5,ACTIVE
1125,480535824701,Dari Creme Butter Milk 100g,318,2025-06-10,2024-12-15 00:00:00,NPI-20241215-1125,Nestle Philippines Inc.,4,38.59,ACTIVE
1126,642647382226,Sisters Night Plus Cottony Napkin,221,2026-01-11,2024-12-15 00:00:00,PSC-20241215-1126,Philippine Seven Corp (7-Eleven Dist.),15,41.72,ACTIVE
1127,480198111696,Coke Light 1.5L,210,2025-04-10,2024-12-16 00:00:00,CBP-20241216-1127,Coca-Cola Beverages Philippines,2,61.02,ACTIVE
1128,480198112720,Royal Swakto 195ml (1 Case),28,2025-08-17,2024-12-16 00:00:00,CBP-20241216-1128,Coca-Cola Beverages Philippines,2,116.83,ACTIVE
1129,642321541122,Sisters Overnight Dry,153,2027-09-03,2024-12-16 00:00:00,UP-20241216-1129,Unilever Philippines,10,109.53,ACTIVE
1130,480004784003,Zonrox Original Bleach 250ml,77,2026-08-24,2024-12-16 00:00:00,P&G-20241216-1130,Procter & Gamble Philippines,9,35.47,ACTIVE
1131,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,30,2026-06-17,2024-12-16 00:00:00,UP-20241216-1131,Unilever Philippines,10,10.95,ACTIVE
1132,480198112000,Coke 500ml,28,2025-07-06,2024-12-17 00:00:00,SMC-20241217-1132,San Miguel Corporation,1,23.47,ACTIVE
1133,480392525114,Mountain Dew 500ml,194,2025-07-16,2024-12-17 00:00:00,SMC-20241217-1133,San Miguel Corporation,1,20.86,ACTIVE
1134,480392525110,Pepsi 500ml,277,2025-11-06,2024-12-17 00:00:00,PPP-20241217-1134,Pepsi-Cola Products Philippines,3,20.86,ACTIVE
1135,480392515112,7-up 1.5L,223,2025-02-24,2024-12-17 00:00:00,SMC-20241217-1135,San Miguel Corporation,1,52.16,ACTIVE
1136,480392515116,Mirinda Orange 1.5L,286,2025-06-27,2024-12-17 00:00:00,SMC-20241217-1136,San Miguel Corporation,1,56.34,ACTIVE
1137,480198111664,Coke Zero 1.5L,374,2025-02-15,2024-12-18 00:00:00,PPP-20241218-1137,Pepsi-Cola Products Philippines,3,56.34,ACTIVE
1138,480864731007,Tang Orange 250g,282,2025-03-09,2024-12-18 00:00:00,PPP-20241218-1138,Pepsi-Cola Products Philippines,3,203.46,ACTIVE
1139,893951811445,Hansel Mocha Sandwich,448,2025-06-04,2024-12-18 00:00:00,NPI-20241218-1139,Nestle Philippines Inc.,4,56.34,ACTIVE
1140,893921341445,San Sky Flakes Crackers Original 25g x 10s,417,2025-03-09,2024-12-19 00:00:00,MNC-20241219-1140,Monde Nissin Corporation,6,54.78,ACTIVE
1141,672329634182,Whisper Cottony Soft Clean X-Long Overnight,36,2027-03-31,2024-12-19 00:00:00,UP-20241219-1141,Unilever Philippines,10,120.0,ACTIVE
1142,480198118062,Sprite 1.5L,536,2025-06-17,2024-12-20 00:00:00,CBP-20241220-1142,Coca-Cola Beverages Philippines,2,56.36,ACTIVE
1143,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,117,2025-06-16,2024-12-20 00:00:00,PSC-20241220-1143,Philippine Seven Corp (7-Eleven Dist.),15,7.83,ACTIVE
1144,642611907726,Ajinomoto Seasoning Mix 50g,347,2025-10-07,2024-12-20 00:00:00,UP-20241220-1144,Unilever Philippines,10,12.0,ACTIVE
1145,037000359562,Ariel With a Touch of Downy Freshness Powder,19,2027-01-05,2024-12-20 00:00:00,P&G-20241220-1145,Procter & Gamble Philippines,9,620.95,ACTIVE
1146,480198111607,Coke 1.5L,390,2025-04-05,2024-12-21 00:00:00,SMC-20241221-1146,San Miguel Corporation,1,56.36,ACTIVE
1147,480191198062,Royal Tru Orange 1.5L,496,2025-02-04,2024-12-21 00:00:00,CBP-20241221-1147,Coca-Cola Beverages Philippines,2,56.36,ACTIVE
1148,489120804013,Oishi Prawn Crackers 60g,45,2025-05-22,2024-12-21 00:00:00,U(R-20241221-1148,URC (Universal Robina Corporation),5,16.18,ACTIVE
1149,480732471900,Sprite 1L (1 Case),30,2025-03-02,2024-12-22 00:00:00,SMC-20241222-1149,San Miguel Corporation,1,328.82,ACTIVE
1150,480392515114,Mountain Dew 1.5L,109,2025-06-23,2024-12-23 00:00:00,CBP-20241223-1150,Coca-Cola Beverages Philippines,2,52.2,ACTIVE
1151,480198102719,Sprite Swakto 195ml (1 Case),45,2025-07-14,2024-12-23 00:00:00,PPP-20241223-1151,Pepsi-Cola Products Philippines,3,116.93,ACTIVE
1152,542353276241,Royal 1L (1 Case),45,2025-02-17,2024-12-23 00:00:00,PPP-20241223-1152,Pepsi-Cola Products Philippines,3,328.85,ACTIVE
1153,480198112717,Coke Swakto 195ml (1 Case),23,2025-07-12,2024-12-24 00:00:00,PPP-20241224-1153,Pepsi-Cola Products Philippines,3,116.94,ACTIVE
1154,480374937310,Coke 1L (1 Case),48,2025-11-11,2024-12-24 00:00:00,SMC-20241224-1154,San Miguel Corporation,1,328.89,ACTIVE
1155,480036141081,Nestle Bear Brand Fortified 33g,181,2025-05-23,2024-12-24 00:00:00,AMC-20241224-1155,Alaska Milk Corporation,8,10.44,ACTIVE
1156,544900000099,Coca-Cola Mismo 295ml,108,2025-01-26,2024-12-25 00:00:00,PPP-20241225-1156,Pepsi-Cola Products Philippines,3,18.8,ACTIVE
1157,480392513032,Mountain Dew 290ml (1 Case),36,2025-05-20,2024-12-26 00:00:00,PPP-20241226-1157,Pepsi-Cola Products Philippines,3,187.98,ACTIVE
1158,748485800035,Argentina Corned Beef 260g,151,2026-09-04,2024-12-26 00:00:00,NI-20241226-1158,NutriAsia Inc.,11,54.31,ACTIVE
1159,000008586780,Datu Puti Patis 1L,46,2025-12-01,2024-12-26 00:00:00,NI-20241226-1159,NutriAsia Inc.,11,76.24,ACTIVE
1160,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,48,2027-02-19,2024-12-26 00:00:00,UP-20241226-1160,Unilever Philippines,10,6.27,ACTIVE
1161,480198112005,Sprite 500ml,174,2025-06-15,2024-12-28 00:00:00,CBP-20241228-1161,Coca-Cola Beverages Philippines,2,23.5,ACTIVE
1162,480392515110,Pepsi 1.5L,406,2025-10-16,2024-12-28 00:00:00,PPP-20241228-1162,Pepsi-Cola Products Philippines,3,52.23,ACTIVE
1163,480198109722,Royal Tru Strawberry 1.5L,385,2025-11-22,2024-12-28 00:00:00,CBP-20241228-1163,Coca-Cola Beverages Philippines,2,56.41,ACTIVE
1164,480198111696,Coke Light 1.5L,82,2025-09-14,2024-12-28 00:00:00,SMC-20241228-1164,San Miguel Corporation,1,61.11,ACTIVE
1165,480864702009,Eden Cheese 165g,311,2025-03-24,2024-12-28 00:00:00,NPI-20241228-1165,Nestle Philippines Inc.,4,73.12,ACTIVE
1166,490243086729,Joy Dishwashing Liquid Lemon 475ml,235,2027-01-21,2024-12-28 00:00:00,UP-20241228-1166,Unilever Philippines,10,125.35,ACTIVE
1167,480198112010,Royal Tru Orange 500ml,291,2025-05-30,2024-12-29 00:00:00,CBP-20241229-1167,Coca-Cola Beverages Philippines,2,23.51,ACTIVE
1168,480392515116,Mirinda Orange 1.5L,129,2025-10-30,2024-12-29 00:00:00,PPP-20241229-1168,Pepsi-Cola Products Philippines,3,56.42,ACTIVE
1169,489310100015,Lucky Me Pancit Canton with Kalamnsi 60g,221,2025-07-08,2024-12-29 00:00:00,U(R-20241229-1169,URC (Universal Robina Corporation),5,11.49,ACTIVE
1170,480611352020,Juicy Lemon 237 ml (1 Bundle),45,2025-04-13,2024-12-31 00:00:00,SMC-20241231-1170,San Miguel Corporation,1,132.71,ACTIVE
1171,955600121722,Milo 22g Sachet,99,2025-03-28,2024-12-31 00:00:00,AMC-20241231-1171,Alaska Milk Corporation,8,10.97,ACTIVE
1172,748485200019,555 Sardines in Tomato Sauce 155g,118,2026-06-10,2024-12-31 00:00:00,CPF-20241231-1172,Century Pacific Food Inc.,7,22.99,ACTIVE
1173,480002201028,Hunts Pork & Beans 100g Doy,140,2026-07-07,2024-12-31 00:00:00,DMP-20241231-1173,Del Monte Philippines Inc.,14,13.58,ACTIVE
1174,480088814685,Sunsilk Strong & Long 350ml,324,2026-06-09,2024-12-31 00:00:00,UP-20241231-1174,Unilever Philippines,10,141.07,ACTIVE
1175,480004784003,Zonrox Original Bleach 250ml,25,2026-08-25,2024-12-31 00:00:00,P&G-20241231-1175,Procter & Gamble Philippines,9,35.53,ACTIVE
1176,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,219,2026-04-04,2024-12-31 00:00:00,P&G-20241231-1176,Procter & Gamble Philippines,9,10.97,ACTIVE
1177,480392515112,7-up 1.5L,298,2025-02-20,2025-01-01 00:00:00,SMC-20250101-1177,San Miguel Corporation,1,52.25,ACTIVE
1178,893951811445,Hansel Mocha Sandwich,34,2025-04-21,2025-01-01 00:00:00,RGO-20250101-1178,Rebisco Group of Companies,12,56.43,ACTIVE
1179,672329634182,Whisper Cottony Soft Clean X-Long Overnight,141,2027-04-25,2025-01-01 00:00:00,UP-20250101-1179,Unilever Philippines,10,120.19,ACTIVE
1180,037000359562,Ariel With a Touch of Downy Freshness Powder,116,2027-04-07,2025-01-01 00:00:00,UP-20250101-1180,Unilever Philippines,10,621.83,ACTIVE
1181,480392525114,Mountain Dew 500ml,112,2025-06-10,2025-01-02 00:00:00,PPP-20250102-1181,Pepsi-Cola Products Philippines,3,20.9,ACTIVE
1182,480864731007,Tang Orange 250g,75,2025-02-25,2025-01-02 00:00:00,PPP-20250102-1182,Pepsi-Cola Products Philippines,3,203.82,ACTIVE
1183,965412919731,Energen Cereal Milk Chocolate Drink 40g,75,2025-03-04,2025-01-02 00:00:00,SMC-20250102-1183,San Miguel Corporation,1,8.36,ACTIVE
1184,480057511015,Alaska Classic Evaporated Filled Milk 140ml,47,2025-04-13,2025-01-02 00:00:00,AMC-20250102-1184,Alaska Milk Corporation,8,26.65,ACTIVE
1185,480198111664,Coke Zero 1.5L,45,2025-03-25,2025-01-03 00:00:00,PPP-20250103-1185,Pepsi-Cola Products Philippines,3,56.45,ACTIVE
1186,489120804013,Oishi Prawn Crackers 60g,76,2025-08-25,2025-01-03 00:00:00,NPI-20250103-1186,Nestle Philippines Inc.,4,16.2,ACTIVE
1187,642647382226,Sisters Night Plus Cottony Napkin,42,2027-08-07,2025-01-03 00:00:00,P&G-20250103-1187,Procter & Gamble Philippines,9,41.81,ACTIVE
1188,480198111607,Coke 1.5L,208,2025-12-15,2025-01-04 00:00:00,PPP-20250104-1188,Pepsi-Cola Products Philippines,3,56.45,ACTIVE
1189,480392515114,Mountain Dew 1.5L,196,2025-06-26,2025-01-04 00:00:00,PPP-20250104-1189,Pepsi-Cola Products Philippines,3,52.27,ACTIVE
1190,480374937310,Coke 1L (1 Case),24,2025-07-30,2025-01-04 00:00:00,CBP-20250104-1190,Coca-Cola Beverages Philippines,2,329.32,ACTIVE
1191,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,83,2025-06-02,2025-01-04 00:00:00,SMC-20250104-1191,San Miguel Corporation,1,7.84,ACTIVE
1192,642321541122,Sisters Overnight Dry,109,2027-07-19,2025-01-04 00:00:00,UP-20250104-1192,Unilever Philippines,10,109.77,ACTIVE
1193,480198112000,Coke 500ml,70,2025-03-03,2025-01-05 00:00:00,CBP-20250105-1193,Coca-Cola Beverages Philippines,2,23.53,ACTIVE
1194,480392525110,Pepsi 500ml,60,2025-03-09,2025-01-05 00:00:00,CBP-20250105-1194,Coca-Cola Beverages Philippines,2,20.91,ACTIVE
1195,480198112720,Royal Swakto 195ml (1 Case),24,2025-10-18,2025-01-05 00:00:00,SMC-20250105-1195,San Miguel Corporation,1,117.11,ACTIVE
1196,542353276241,Royal 1L (1 Case),21,2025-12-04,2025-01-05 00:00:00,SMC-20250105-1196,San Miguel Corporation,1,329.36,ACTIVE
1197,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,74,2025-02-16,2025-01-05 00:00:00,AMC-20250105-1197,Alaska Milk Corporation,8,36.6,ACTIVE
1198,480535824701,Dari Creme Butter Milk 100g,164,2025-03-28,2025-01-05 00:00:00,CPF-20250105-1198,Century Pacific Food Inc.,7,38.69,ACTIVE
1199,480198102719,Sprite Swakto 195ml (1 Case),14,2025-11-04,2025-01-06 00:00:00,PPP-20250106-1199,Pepsi-Cola Products Philippines,3,117.12,ACTIVE
